"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Kilcullen, Kildare","Euro","717.95"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Kill, Kildare","Euro","833.65"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Leixlip, Kildare","Euro","914.03"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Maynooth, Kildare","Euro","970.66"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Monasterevin, Kildare","Euro","608.45"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Naas, Kildare","Euro","806.1"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Newbridge, Kildare","Euro","741.3"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Rathangan, Kildare","Euro","635"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Sallins, Kildare","Euro","772.22"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Kilkenny","Euro","593.05"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Kilkenny City","Euro","619.26"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Callan, Kilkenny","Euro","580.93"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Castlecomer, Kilkenny","Euro","640.1"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Freshford, Kilkenny","Euro","620.24"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Kells, Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Thomastown, Kilkenny","Euro","589.17"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Laois","Euro","523.33"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Mountmellick, Laois","Euro","456.79"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Mountrath, Laois","Euro","518.39"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Portarlington, Laois","Euro","479.3"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Portlaoise, Laois","Euro","530.49"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Leitrim","Euro","400.24"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Carrick-On-Shannon, Leitrim","Euro","400.78"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Manorhamilton, Leitrim","Euro","399.35"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Limerick","Euro","639.98"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Limerick City","Euro","658.33"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Abbeyfeale, Limerick","Euro","457.54"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Annacotty, Limerick","Euro","760.44"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Castleconnell, Limerick","Euro","759.11"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Castletroy, Limerick","Euro","810.07"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Corbally, Limerick","Euro","627.83"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Dock Road, Limerick","Euro","455.74"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Dooradoyle, Limerick","Euro","662.64"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Glen, Limerick","Euro",""
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Kilmallock, Limerick","Euro","513.03"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Newcastle West, Limerick","Euro","494.88"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Old Cratloe Road, Limerick","Euro","664.79"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Raheen, Limerick","Euro","666.59"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Longford","Euro","408.7"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Longford Town","Euro","398.03"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ballymahon, Longford","Euro","411.49"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Edgeworthstown, Longford","Euro","392.74"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Newtownforbes, Longford","Euro","387.16"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Louth","Euro","629.02"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ardee, Louth","Euro","634.81"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Drogheda, Louth","Euro","634.17"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Dundalk, Louth","Euro","623.83"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Louth Town","Euro",""
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Mayo","Euro","528.44"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ballina, Mayo","Euro","552.02"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ballinrobe, Mayo","Euro","470.29"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ballyhaunis, Mayo","Euro","442.97"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Belmullet, Mayo","Euro","580.73"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Castlebar, Mayo","Euro","529.1"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Charlestown, Mayo","Euro","428.95"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Claremorris, Mayo","Euro","478.59"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Foxford, Mayo","Euro","540.12"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Swinford, Mayo","Euro","440.93"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Westport, Mayo","Euro","605.12"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Meath","Euro","678.16"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ashbourne, Meath","Euro","815.85"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Athboy, Meath","Euro","557.68"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Bettystown, Meath","Euro","673.43"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Clonee, Meath","Euro","830.38"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Drogheda, Meath","Euro","738.35"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Duleek, Meath","Euro","688.34"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Dunboyne, Meath","Euro","895.92"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Dunshaughlin, Meath","Euro","722.35"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Enfield, Meath","Euro","674.93"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Kells, Meath","Euro","562.81"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Laytown, Meath","Euro","687.92"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Navan, Meath","Euro","612.34"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ratoath, Meath","Euro","833.39"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Stamullen, Meath","Euro","744.63"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Trim, Meath","Euro","647.67"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Monaghan","Euro","496.03"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ballybay, Monaghan","Euro","414.19"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Carrickmacross, Monaghan","Euro","519.8"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Castleblayney, Monaghan","Euro","481.27"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Monaghan Town","Euro","529.1"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Offaly","Euro","535.93"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Banagher, Offaly","Euro","472.18"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Birr, Offaly","Euro","537.21"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Clara, Offaly","Euro","495.16"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Edenderry, Offaly","Euro","543.57"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Tullamore, Offaly","Euro","540.91"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Roscommon","Euro","462.81"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Roscommon Town","Euro","518.8"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Athlone, Roscommon","Euro","575.44"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ballaghaderreen, Roscommon","Euro","389.62"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Boyle, Roscommon","Euro","439.67"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Castlerea, Roscommon","Euro","387.58"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Strokestown, Roscommon","Euro","379.55"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Sligo","Euro","591.12"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Sligo Town","Euro","566.63"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ballinode, Sligo","Euro","1037.58"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ballisodare, Sligo","Euro","533.57"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ballymote, Sligo","Euro","421.48"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ballytivnan, Sligo","Euro","674.66"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Collooney, Sligo","Euro","517.98"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Lough Gill, Sligo","Euro","272.92"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Strandhill, Sligo","Euro","767.68"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Tubbercurry, Sligo","Euro","387.8"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Tipperary","Euro","543.69"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Tipperary Town","Euro","507.7"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ballina, Tipperary","Euro","626.16"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Cahir, Tipperary","Euro","520.43"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Carrick-On-Suir, Tipperary","Euro","525.85"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Cashel, Tipperary","Euro","544.97"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Clonmel, Tipperary","Euro","598.61"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Fethard, Tipperary","Euro","507.13"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Nenagh, Tipperary","Euro","506.98"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Roscrea, Tipperary","Euro","529.22"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Templemore, Tipperary","Euro","511.39"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Thurles, Tipperary","Euro","528.54"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Waterford","Euro","572.21"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Waterford City","Euro","581.87"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ballytruckle, Waterford","Euro","523.8"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Canada Street, Waterford","Euro",""
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Castle Place, Waterford","Euro","501.81"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Cork Road, Waterford","Euro","704.08"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Dungarvan, Waterford","Euro","555.59"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Dunmore East, Waterford","Euro","635.86"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Dunmore Road, Waterford","Euro","687.42"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Ferrybank, Waterford","Euro","587.86"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Inner Ring Road, Waterford","Euro",""
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Johns Hill, Waterford","Euro",""
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Lismore, Waterford","Euro","544.74"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Mary Street, Waterford","Euro","539.3"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Penrose Lane, Waterford","Euro","465.58"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Poleberry, Waterford","Euro","501.84"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Portlaw, Waterford","Euro","510.1"
"RTB Average Monthly Rent Report","2012Q4","All bedrooms","All property types","Railway Square, Waterford","Euro","591.58"
